LOCN_NBR,STORE_NAME,BIS_NM,ADR,ADDRESS,CTY,CITY,STE,ZIP,PHN,FAX,COM_PHN,HRS,LAT,LNG,DIRE,CD,LOGO,CST_SEV,CNTY,mon_opn,mon_cse,tue_opn,tue_cse,wed_opn,wed_cse,thu_opn,thu_cse,fri_opn,fri_cse,sat_opn,sat_cse,sun_opn,sun_cse,TIME_ZONE,showProductAisleNumber,showProductBayNumber,showMetaProducts,showStoreMapView,showInStockPageView,showProductLocations,leadCaptureEnabled,,,,,,,,,,,,,,,,,,,,,
102,Aurora Lowe's,"LOWE'S OF AURORA, CO",1701 SOUTH HAVANA STREET,1701 South Havana St,AURORA,Aurora,CO,80012,(303) 369-4222,(303) 369-4004,(303) 369-5791,,39.68446925,-104.8674452,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
103,Bryan Lowe's,"LOWE'S OF BRYAN, TX",3225 FREEDOM BLVD.,3225 Freedom Blvd,BRYAN,Bryan,TX,77802,(979) 774-4141,(979) 774-9653,(979) 774-8319,,30.65839255,-96.32671156,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
104,Moline Lowe's,"LOWE'S OF MOLINE, IL",3820 44TH AVENUE DRIVE,3820 44th Ave Dr,MOLINE,Moline,IL,61265,(309) 736-1100,(309) 736-1811,(309) 757-3768,,41.46926644,-90.48348537,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
107,Davenport Lowe's,"LOWE'S OF DAVENPORT, IA",3955 ELMORE AVENUE,3955 Elmore Ave,DAVENPORT,Davenport,IA,52807,(563) 344-9000,(563) 355-1177,(563) 344-5479,,41.56149211,-90.52480627,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
110,ST. Clairsville Lowe's,"LOWE'S OF ST. CLAIRSVILLE, OH",50421 VALLEY PLAZA DRIVE,50421 Valley Plaza Dr,SAINT CLAIRSVILLE,Saint Clairsville,OH,43950,(740) 699-3000,(740) 699-3024,(740) 296-2021,,40.07238821,-80.87832219,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
113,Midlothian Lowe's,"LOWE'S OF MIDLOTHIAN, VA",1512 WEST KOGER CENTER DRIVE,1512 West Koger Center Dr,RICHMOND,Richmond,VA,23235,(804) 379-8500,(804) 379-3025,(804) 893-9028,,37.51451057,-77.60898754,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
116,Muncie Lowe's,"LOWE'S OF MUNCIE, IN",4401 WEST CLARA LANE,4401 West Clara Ln,MUNCIE,Muncie,IN,47304,(765) 287-1606,(765) 287-0353,(765) 372-3021,,40.21736028,-85.43829874,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
117,Dubuque Lowe's,"LOWE'S OF DUBUQUE, IA",4100 DODGE STREET,4100 Dodge St,DUBUQUE,Dubuque,IA,52003,(563) 588-8008,(563) 588-9954,(563) 557-3759,,42.48813292,-90.73260348,,N,,,US,06.30.00,21.00.00,06.30.00,21.00.00,06.30.00,21.00.00,06.30.00,21.00.00,06.30.00,21.00.00,06.30.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
118,Kankakee Lowe's,"LOWE'S OF KANKAKEE, IL",860 KINZIE AVENUE,860 Kinzie Ave,BRADLEY,Bradley,IL,60915,(815) 933-5555,(815) 933-9799,(815) 214-6049,,41.15932343,-87.84777885,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
119,Waipahu Lowe's,"LOWE'S OF WAIPAHU, HI",94-805 LUMIAINA STREET,94-805 Lumiaina St,WAIPAHU,Waipahu,HI,96797,(808) 676-8381,(808) 676-2402,(808) 676-3312,,21.39882738,-158.0084224,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,Pacific/Honolulu,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
120,Belle Vernon Lowe's,"LOWE'S OF BELLE VERNON, PA",203 SARAH WAY,203 Sarah Way,BELLE VERNON,Belle Vernon,PA,15012,(724) 930-7000,(724) 930-8502,(724) 247-8021,,40.13748507,-79.8490594,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
124,Muskogee Lowe's,"LOWE'S OF MUSKOGEE, OK",2901 OLD SHAWNEE,2901 Old Shawnee,MUSKOGEE,Muskogee,OK,74403,(918) 686-8800,(918) 682-3696,(918) 577-9021,,35.76808003,-95.33029882,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
126,E. Fort Wayne Lowe's,"LOWE'S OF E. FORT WAYNE, IN",1929 NORTH COLISEUM BLVD.,1929 North Coliseum Blvd,FORT WAYNE,Fort Wayne,IN,46805,(260) 471-4000,(260) 471-7669,(260) 481-4236,,41.09554646,-85.09022641,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
127,Sherman Lowe's,"LOWE'S OF SHERMAN, TX",2801 US HIGHWAY 75 NORTH,2801 U.S. Highway 75 North,SHERMAN,Sherman,TX,75090,(903) 892-8181,(903) 813-1011,(903) 868-8778,,33.66819763,-96.60753289,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
129,Waco Lowe's,"LOWE'S OF WACO, TX",201 NORTH NEW ROAD,201 North New Rd,WACO,Waco,TX,76710,(254) 776-9300,(254) 776-3651,(254) 224-0211,,31.52463694,-97.16899084,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
137,Lake Jackson Lowe's,"LOWE'S OF LAKE JACKSON, TX",200 HIGHWAY 332 EAST,200 Highway 332 East,LAKE JACKSON,Lake Jackson,TX,77566,(979) 297-9999,(979) 285-9053,(979) 299-3568,,29.04194926,-95.45616764,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
138,Abilene Lowe's,"LOWE'S OF ABILENE, TX",4134 RIDGEMONT DRIVE,4134 Ridgemont Dr,ABILENE,Abilene,TX,79606,(325) 692-2727,(325) 692-6791,(325) 733-9044,,32.40200428,-99.76623937,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
139,Hermitage Lowe's,"LOWE'S OF HERMITAGE, PA",3000 GLIMCHER BLVD.,3000 Glimcher Blvd,HERMITAGE,Hermitage,PA,16148,(724) 983-5360,(724) 983-5379,(724) 308-4021,,41.23007232,-80.45198021,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
140,Issaquah Lowe's,"LOWE'S OF ISSAQUAH, WA",1625 11TH AVENUE N.W.,1625 11th Ave N.W.,ISSAQUAH,Issaquah,WA,98027,(425) 391-3355,(425) 313-9583,(425) 416-1019,,47.54938152,-122.0560085,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
145,N.W. Indianapolis Lowe's,"LOWE'S OF N.W. INDIANAPOLIS, IN",8440 MICHIGAN ROAD,8440 Michigan Rd,INDIANAPOLIS,Indianapolis,IN,46268,(317) 875-7500,(317) 228-2225,(317) 405-2169,,39.90860847,-86.22287363,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
146,Jackson Lowe's,"LOWE'S OF JACKSON, MI",1535 BOARDMAN ROAD,1535 Boardman Rd,JACKSON,Jackson,MI,49202,(517) 796-5500,(517) 796-5525,(517) 392-9913,,42.26810175,-84.43624638,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
149,Everett Lowe's,"LOWE'S OF EVERETT, WA",2505 PACIFIC AVENUE,2505 Pacific Ave,EVERETT,Everett,WA,98201,(425) 259-2017,(425) 252-0425,(425) 320-9024,,47.97756187,-122.1973104,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
152,Wenatchee Lowe's,"LOWE'S OF WENATCHEE, WA",1200 WALLA WALLA AVENUE,1200 Walla Walla Ave,WENATCHEE,Wenatchee,WA,98801,(509) 663-4530,(509) 665-7605,(509) 665-9381,,47.44052537,-120.3197909,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
159,San Marcos Lowe's,"LOWE'S OF SAN MARCOS, TX",2211 IH 35 SOUTH,2211 South Interstate 35,SAN MARCOS,San Marcos,TX,78666,(512) 393-3111,(512) 393-3130,(512) 393-2969,,29.85446498,-97.95193938,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
165,Butler Lowe's,"LOWE'S OF BUTLER, PA",500 MORAINE POINT PLAZA,500 Moraine Point Plaza,BUTLER,Butler,PA,16001,(724) 285-4000,(724) 285-2894,(724) 234-6021,,40.87159856,-79.94973955,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
167,Peoria Lowe's,"LOWE'S OF PEORIA, IL",5001 NORTH BIG HOLLOW ROAD,5001 North Big Hollow Rd,PEORIA,Peoria,IL,61615,(309) 692-1900,(309) 692-0810,(309) 229-2073,,40.74824786,-89.63831374,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
168,Hamilton Lowe's,"LOWE'S OF HAMILTON, OH",1495 MAIN STREET,1495 Main St,HAMILTON,Hamilton,OH,45013,(513) 737-3700,(513) 737-9175,(513) 714-1173,,39.42432948,-84.59879752,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
172,Spokane Valley Lowe's,"LOWE'S OF SPOKANE VALLEY, WA",E. 5204 SPRAGUE AVENUE,E. 5204 Sprague Ave,SPOKANE,Spokane,WA,99212,(509) 533-0066,(509) 533-9715,(509) 533-9569,,47.65628983,-117.3346727,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
174,Texarkana Lowe's,"LOWE'S OF TEXARKANA, TX",501 WALTON DRIVE,501 Walton Dr,TEXARKANA,Texarkana,TX,75501,(903) 831-5700,(903) 832-4155,(903) 838-1919,,33.4477839,-94.10048805,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
175,Johnstown Lowe's,"LOWE'S OF JOHNSTOWN, PA",630 SOLOMON RUN ROAD,630 Solomon Run Rd,JOHNSTOWN,Johnstown,PA,15904,(814) 535-1212,(814) 536-3609,(814) 248-7421,,40.30671866,-78.83053325,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
177,Statesboro Lowe's,"LOWE'S OF STATESBORO, GA",24065 HWY 80 EAST,24065 Hwy 80 East,STATESBORO,Statesboro,GA,30461,(912) 489-1000,(912) 489-8765,(912) 212-2219,,32.43114358,-81.75506101,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
178,Orem Lowe's,"LOWE'S OF OREM, UT",140 WEST UNIVERSITY PARKWAY,140 West University Pkwy,OREM,Orem,UT,84058,(801) 229-1485,(801) 229-1507,(801) 851-9940,,40.27430424,-111.6987608,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
179,Lake City Lowe's,"LOWE'S OF LAKE CITY, FL",3463 NW BASCOM NORRIS DRIVE,3463 N.W. Bascom Norris Dr,LAKE CITY,Lake City,FL,32055,(386) 719-6622,(386) 719-2058,(386) 269-5021,,30.18314522,-82.67418813,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
180,Greensburg Lowe's,"LOWE'S OF GREENSBURG, PA","HEMPFIELD SQUARE, RT. 30 W.","Hempfield Square, Rt. 30 W.",GREENSBURG,Greensburg,PA,15601,(724) 853-6950,(724) 853-6963,(724) 205-7019,,40.30408018,-79.59745424,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
181,S.W. Columbus Lowe's,"LOWE'S OF S.W. COLUMBUS, OH",1675 GEORGESVILLE SQUARE DRIVE,1675 Georgesville Square Dr,COLUMBUS,Columbus,OH,43228,(614) 853-6200,(614) 853-6226,(614) 385-9029,,39.91846313,-83.11882861,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
183,Denton Lowe's,"LOWE'S OF DENTON, TX",1255 SOUTH LOOP 288,1255 South Loop 288,DENTON,Denton,TX,76205,(940) 320-1938,(940) 320-1853,(940) 898-9789,,33.19685191,-97.09013595,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
186,S. Baton Rouge Lowe's,"LOWE'S OF S. BATON ROUGE, LA",10303 SOUTH MALL DRIVE,10303 South Mall Dr,BATON ROUGE,Baton Rouge,LA,70809,(225) 291-5100,(225) 291-4082,(225) 615-3190,,30.37614906,-91.06568099,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
187,Uniontown Lowe's,"LOWE'S OF UNIONTOWN, PA",79 MATTHEW DRIVE,79 Matthew Dr,UNIONTOWN,Uniontown,PA,15401,(724) 430-1800,(724) 430-0106,(724) 415-4021,,39.9048844,-79.75075825,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
188,Boardman Lowe's,"LOWE'S OF BOARDMAN, OH",1100 DORAL DRIVE,1100 Doral Dr,YOUNGSTOWN,Youngstown,OH,44514,(330) 965-4500,(330) 965-4519,(330) 314-1138,,41.03125937,-80.63325057,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
190,Cartersville Lowe's,"LOWE'S OF CARTERSVILLE, GA",301 MARKETPLACE BOULEVARD,301 Marketplace Blvd,CARTERSVILLE,Cartersville,GA,30120,(770) 382-9500,(770) 607-1623,(678) 792-1019,,34.20012967,-84.78945121,,N,,Yes,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
191,Rockford Lowe's,"LOWE'S OF ROCKFORD, IL",7130 EAST STATE ROAD,7130 East State Rd,ROCKFORD,Rockford,IL,61108,(815) 394-1300,(815) 399-6384,(815) 721-8051,,42.27069874,-88.9779835,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
195,Michigan City Lowe's,"LOWE'S OF MICHIGAN CITY, IN",5200 FRANKLIN STREET,5200 Franklin St,MICHIGAN CITY,Michigan City,IN,46360,(219) 872-2900,(219) 872-6346,(219) 872-5666,,41.67271583,-86.8905762,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
197,Indiana Lowe's,"LOWE'S OF INDIANA, PA",475 BEN FRANKLIN ROAD SOUTH,475 Ben Franklin Rd South,INDIANA,Indiana,PA,15701,(724) 463-6600,(724) 463-9306,(724) 464-6021,,40.61472063,-79.189807,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
199,Muskegon Lowe's,"LOWE'S OF MUSKEGON, MI",2035 EAST SHERMAN BLVD.,2035 East Sherman Blvd,MUSKEGON,Muskegon,MI,49444,(231) 739-1100,(231) 739-9510,(231) 672-9021,,43.20278647,-86.19444265,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
200,Mishawaka Lowe's,"LOWE'S OF MISHAWAKA, IN",4660 NORTH GRAPE ROAD,4660 North Grape Rd,MISHAWAKA,Mishawaka,IN,46545,(574) 272-0900,(574) 272-2235,(574) 271-8441,,41.70276998,-86.18508313,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
202,Vestal Lowe's,"LOWE'S OF VESTAL, NY",225 SYCAMORE ROAD,225 Sycamore Rd,VESTAL,Vestal,NY,13850,(607) 770-9800,(607) 770-6916,(607) 338-5030,,42.09856263,-76.00473132,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
203,Dayton Mall Lowe's,"LOWE'S OF DAYTON MALL, OH",2900 MARTIN'S DRIVE,2900 Martin's Dr,WEST CARROLLTON,West Carrollton,OH,45449,(937) 438-4900,(937) 438-4914,(937) 242-4155,,39.64093911,-84.22258292,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
205,Enid Lowe's,"LOWE'S OF ENID, OK",5201 WEST GARRIOTT,5201 West Garriott,ENID,Enid,OK,73703,(580) 242-3000,(580) 242-3015,(580) 242-3059,,36.38925926,-97.94231805,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
207,Wilmington Pike Lowe's,"LOWE'S OF WILMINGTON PIKE, OH",6300 WILMINGTON PIKE,6300 Wilmington Pike,CENTERVILLE,Centerville,OH,45459,(937) 848-5600,(937) 848-5614,(937) 310-4021,,39.64484865,-84.10835025,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
